상담ID,고객ID,상담일시,상담유형,상담시간(분),상담원ID,상담평가,재상담필요
CALL001060,CUST001843,2023-11-19 11:00:00,불만,8,CS08,4,False
CALL001061,CUST001688,2024-07-26 12:00:00,홍보,28,CS35,5,True
CALL001062,CUST000050,2023-05-05 18:00:00,기술지원,6,CS18,5,False
CALL001063,CUST000402,2024-07-29 13:00:00,홍보,11,CS02,3,False
CALL001064,CUST003981,2023-06-02 08:00:00,기술지원,12,CS49,5,False
CALL001065,CUST002408,2024-11-06 09:00:00,홍보,10,CS16,5,False
CALL001066,CUST001093,2023-08-14 14:00:00,기술지원,2,CS39,1,True
CALL001067,CUST004038,2023-06-28 14:00:00,신청,15,CS46,5,True
CALL001068,CUST004260,2024-11-07 08:00:00,기술지원,7,CS35,4,False
CALL001069,CUST000780,2024-06-04 12:00:00,홍보,4,CS10,4,False
CALL001070,CUST004421,2024-11-10 14:00:00,기술지원,17,CS12,3,False
CALL001071,CUST004314,2023-08-23 17:00:00,불만,5,CS06,3,False
CALL001072,CUST000484,2024-04-29 18:00:00,요금조회,26,CS35,3,False
CALL001073,CUST000480,2024-01-10 14:00:00,신청,13,CS02,5,False
CALL001074,CUST003217,2023-03-06 13:00:00,불만,7,CS44,4,False
CALL001075,CUST004676,2023-10-11 15:00:00,불만,26,CS14,3,False
CALL001076,CUST001263,2023-02-16 13:00:00,홍보,24,CS38,4,True
CALL001077,CUST003090,2023-11-23 12:00:00,기술지원,29,CS25,2,False
CALL001078,CUST003458,2024-08-05 09:00:00,신청,1,CS26,4,False
CALL001079,CUST000645,2023-06-28 18:00:00,홍보,5,CS50,5,False
CALL001080,CUST004431,2024-11-06 09:00:00,불만,5,CS11,2,False
CALL001081,CUST003580,2024-01-13 09:00:00,기술지원,4,CS50,5,False
CALL001082,CUST002377,2024-03-14 12:00:00,신청,3,CS48,3,False
CALL001083,CUST002053,2023-03-15 09:00:00,요금조회,26,CS47,4,False
CALL001084,CUST002236,2024-08-02 18:00:00,신청,20,CS03,5,True
CALL001085,CUST001649,2023-12-17 13:00:00,요금조회,26,CS16,2,False
CALL001086,CUST002065,2024-03-14 12:00:00,홍보,5,CS33,5,False
CALL001087,CUST001936,2023-01-18 17:00:00,요금조회,12,CS24,4,False
CALL001088,CUST000419,2024-11-17 09:00:00,요금조회,12,CS35,4,False
CALL001089,CUST004333,2024-08-13 14:00:00,기술지원,19,CS36,5,False
CALL001090,CUST000587,2024-08-29 11:00:00,요금조회,9,CS26,4,False
CALL001091,CUST004185,2024-08-28 13:00:00,신청,11,CS44,1,False
CALL001092,CUST002823,2024-04-06 16:00:00,홍보,19,CS18,4,False
CALL001093,CUST002434,2024-05-23 13:00:00,요금조회,15,CS41,3,True
CALL001094,CUST001578,2023-07-09 08:00:00,기술지원,6,CS45,2,False
CALL001095,CUST001307,2024-05-03 08:00:00,기술지원,7,CS48,5,False
CALL001096,CUST004490,2023-05-21 08:00:00,홍보,6,CS02,3,False
CALL001097,CUST001699,2023-09-17 10:00:00,신청,10,CS43,4,False
CALL001098,CUST003538,2024-03-21 10:00:00,홍보,7,CS29,3,False
CALL001099,CUST004583,2024-11-13 08:00:00,홍보,10,CS35,5,False
CALL001100,CUST001353,2023-03-14 17:00:00,요금조회,8,CS35,3,False
CALL001101,CUST002090,2024-10-29 15:00:00,불만,13,CS01,5,False
CALL001102,CUST002488,2023-04-09 10:00:00,불만,16,CS10,5,False
CALL001103,CUST001851,2024-11-08 09:00:00,불만,21,CS26,5,False
CALL001104,CUST004417,2023-06-03 12:00:00,신청,10,CS21,4,False
CALL001105,CUST002214,2023-03-17 11:00:00,불만,2,CS11,5,False
CALL001106,CUST003942,2024-08-08 11:00:00,홍보,6,CS39,4,True
CALL001107,CUST001412,2024-03-16 17:00:00,신청,21,CS45,1,False
CALL001108,CUST003257,2024-02-18 15:00:00,불만,3,CS22,2,False
CALL001109,CUST002757,2024-06-28 17:00:00,홍보,9,CS06,1,False
CALL001110,CUST001257,2024-10-24 15:00:00,요금조회,26,CS25,5,False
CALL001111,CUST004818,2024-02-20 08:00:00,불만,24,CS19,5,False
CALL001112,CUST002153,2024-08-02 16:00:00,신청,22,CS45,5,True
CALL001113,CUST001355,2024-04-30 11:00:00,신청,9,CS28,5,False
CALL001114,CUST003869,2023-03-17 10:00:00,요금조회,9,CS46,4,False
CALL001115,CUST000283,2024-03-12 15:00:00,홍보,16,CS39,4,False
CALL001116,CUST000829,2024-05-10 11:00:00,홍보,15,CS14,4,False
CALL001117,CUST001247,2023-03-23 17:00:00,기술지원,4,CS14,4,False
CALL001118,CUST000385,2023-07-09 10:00:00,신청,20,CS47,5,False
CALL001119,CUST001040,2024-03-24 18:00:00,기술지원,26,CS16,5,False
CALL001120,CUST004181,2024-02-03 18:00:00,신청,6,CS22,5,False
CALL001121,CUST002572,2023-01-29 15:00:00,기술지원,22,CS47,4,False
CALL001122,CUST004871,2023-12-14 17:00:00,불만,7,CS27,1,False
CALL001123,CUST000566,2024-06-27 16:00:00,요금조회,9,CS09,5,False
CALL001124,CUST003735,2024-09-28 15:00:00,불만,18,CS13,4,False
CALL001125,CUST001473,2024-10-26 16:00:00,홍보,25,CS04,5,False
CALL001126,CUST003244,2024-03-06 13:00:00,요금조회,17,CS13,4,False
CALL001127,CUST002992,2023-08-31 18:00:00,홍보,28,CS39,4,False
CALL001128,CUST001901,2023-08-01 18:00:00,불만,22,CS30,5,False
CALL001129,CUST004283,2024-12-02 17:00:00,요금조회,25,CS20,4,True
CALL001130,CUST001018,2024-12-16 12:00:00,불만,13,CS17,4,False
CALL001131,CUST002829,2023-07-27 09:00:00,요금조회,28,CS02,3,False
CALL001132,CUST000797,2024-09-09 09:00:00,홍보,3,CS33,3,True
CALL001133,CUST002078,2024-10-07 14:00:00,신청,9,CS33,4,False
CALL001134,CUST002652,2023-12-03 12:00:00,신청,14,CS04,4,False
CALL001135,CUST004349,2023-07-12 08:00:00,기술지원,27,CS49,5,False
CALL001136,CUST000151,2024-06-08 18:00:00,기술지원,6,CS50,5,False
CALL001137,CUST004227,2024-08-15 18:00:00,기술지원,6,CS28,4,False
CALL001138,CUST002808,2023-12-09 10:00:00,불만,24,CS32,4,False
CALL001139,CUST001249,2023-08-27 09:00:00,기술지원,23,CS03,4,False
CALL001140,CUST000729,2023-05-29 08:00:00,기술지원,18,CS33,4,False
CALL001141,CUST003174,2023-06-12 09:00:00,신청,19,CS47,3,False
CALL001142,CUST000951,2024-08-23 09:00:00,기술지원,19,CS39,4,False
CALL001143,CUST003449,2023-12-27 08:00:00,요금조회,29,CS36,4,False
CALL001144,CUST003786,2023-12-24 15:00:00,요금조회,2,CS31,5,False
CALL001145,CUST003710,2024-01-23 12:00:00,불만,8,CS03,5,False
CALL001146,CUST001554,2023-10-17 17:00:00,요금조회,8,CS39,1,False
CALL001147,CUST003231,2024-10-17 15:00:00,홍보,18,CS11,3,False
CALL001148,CUST001741,2023-10-18 15:00:00,기술지원,29,CS03,3,False
CALL001149,CUST004477,2023-01-08 08:00:00,요금조회,12,CS44,4,True
CALL001150,CUST002052,2023-01-02 10:00:00,신청,8,CS46,5,False
CALL001151,CUST001458,2024-03-06 16:00:00,홍보,28,CS08,2,False
CALL001152,CUST001727,2024-04-20 14:00:00,요금조회,15,CS39,4,True
CALL001153,CUST001653,2023-11-10 12:00:00,불만,5,CS45,4,False
CALL001154,CUST004924,2024-07-11 18:00:00,신청,29,CS40,5,True
CALL001155,CUST004200,2024-03-21 15:00:00,신청,27,CS06,5,False
CALL001156,CUST000819,2024-02-15 12:00:00,신청,13,CS35,5,False
CALL001157,CUST001492,2024-08-09 15:00:00,신청,15,CS47,2,False
CALL001158,CUST004024,2024-08-30 15:00:00,기술지원,9,CS45,5,False
CALL001159,CUST002882,2023-11-13 09:00:00,불만,12,CS41,4,False
CALL001160,CUST002059,2024-03-05 11:00:00,신청,1,CS19,4,False
CALL001161,CUST003368,2024-01-30 13:00:00,홍보,25,CS15,4,False
CALL001162,CUST000459,2024-03-12 08:00:00,불만,12,CS06,5,False
CALL001163,CUST001270,2023-09-21 13:00:00,신청,27,CS06,4,True
CALL001164,CUST002683,2023-02-03 08:00:00,홍보,8,CS13,5,False
CALL001165,CUST002144,2024-02-21 11:00:00,홍보,29,CS44,5,False
CALL001166,CUST001797,2023-12-28 13:00:00,기술지원,19,CS10,5,False
CALL001167,CUST000183,2024-12-16 11:00:00,요금조회,28,CS25,5,False
CALL001168,CUST003466,2024-04-26 11:00:00,요금조회,1,CS25,3,False
CALL001169,CUST001100,2023-02-08 17:00:00,기술지원,4,CS07,3,False
CALL001170,CUST003314,2024-01-31 12:00:00,신청,24,CS07,3,False
CALL001171,CUST003777,2024-08-01 14:00:00,기술지원,20,CS22,4,False
CALL001172,CUST000964,2024-09-23 10:00:00,불만,7,CS35,5,False
CALL001173,CUST004438,2024-04-20 15:00:00,기술지원,29,CS18,5,False
CALL001174,CUST004890,2023-03-22 09:00:00,기술지원,14,CS36,3,False
CALL001175,CUST000552,2024-10-12 17:00:00,요금조회,8,CS22,5,False
CALL001176,CUST001231,2024-10-27 13:00:00,신청,14,CS36,5,False
CALL001177,CUST004387,2023-05-21 17:00:00,불만,10,CS04,4,True
CALL001178,CUST002046,2024-12-13 14:00:00,불만,2,CS22,4,False
CALL001179,CUST004901,2023-08-17 13:00:00,홍보,2,CS11,5,False
CALL001180,CUST002834,2023-07-30 08:00:00,홍보,9,CS26,4,False
CALL001181,CUST001685,2024-12-12 13:00:00,홍보,24,CS16,3,False
CALL001182,CUST000712,2024-08-30 15:00:00,신청,21,CS12,5,False
CALL001183,CUST004290,2023-01-09 10:00:00,홍보,19,CS43,2,False
CALL001184,CUST001979,2024-01-12 13:00:00,기술지원,21,CS08,5,False
CALL001185,CUST004099,2023-04-23 10:00:00,홍보,2,CS08,5,False
CALL001186,CUST004042,2024-06-25 10:00:00,불만,10,CS39,3,False
CALL001187,CUST000016,2024-04-18 14:00:00,기술지원,7,CS42,5,False
CALL001188,CUST004911,2024-11-21 11:00:00,기술지원,12,CS26,5,False
CALL001189,CUST004700,2024-03-12 12:00:00,불만,16,CS03,5,False
CALL001190,CUST001999,2023-08-29 09:00:00,불만,19,CS19,4,False
CALL001191,CUST003727,2023-11-18 17:00:00,신청,28,CS30,2,False
CALL001192,CUST002540,2023-10-24 16:00:00,신청,23,CS44,2,False
CALL001193,CUST004116,2024-09-27 16:00:00,홍보,28,CS44,5,False
CALL001194,CUST000855,2024-08-06 13:00:00,기술지원,16,CS11,5,True
CALL001195,CUST001852,2024-09-18 14:00:00,요금조회,27,CS10,5,False
CALL001196,CUST000486,2023-12-24 12:00:00,신청,12,CS02,4,False
CALL001197,CUST002673,2024-02-28 18:00:00,신청,28,CS21,3,False
CALL001198,CUST000747,2024-03-21 11:00:00,홍보,20,CS15,4,False
CALL001199,CUST002513,2023-11-02 13:00:00,신청,13,CS39,3,False
CALL001200,CUST003384,2023-09-26 12:00:00,기술지원,19,CS31,5,True
CALL001201,CUST002842,2023-08-15 12:00:00,기술지원,5,CS44,3,False
CALL001202,CUST002208,2024-12-27 12:00:00,신청,26,CS01,5,True
CALL001203,CUST000109,2023-03-16 12:00:00,요금조회,14,CS31,4,False
CALL001204,CUST001617,2024-09-18 09:00:00,불만,20,CS31,4,False
CALL001205,CUST004263,2024-02-10 17:00:00,불만,11,CS18,5,False
CALL001206,CUST002305,2024-09-09 17:00:00,기술지원,8,CS24,2,False
CALL001207,CUST002485,2023-09-08 17:00:00,불만,4,CS46,5,False
CALL001208,CUST002307,2023-09-06 12:00:00,기술지원,14,CS18,3,False
CALL001209,CUST000526,2023-10-10 17:00:00,불만,4,CS19,5,False
CALL001210,CUST004670,2024-04-06 12:00:00,불만,9,CS31,5,False
CALL001211,CUST003737,2023-08-20 17:00:00,불만,23,CS47,5,False
CALL001212,CUST001297,2023-10-04 14:00:00,불만,17,CS45,2,True
CALL001213,CUST002454,2023-09-28 08:00:00,불만,19,CS04,3,False
CALL001214,CUST003548,2024-06-22 18:00:00,요금조회,12,CS35,4,False
CALL001215,CUST000408,2024-11-04 16:00:00,홍보,13,CS44,3,False
CALL001216,CUST002791,2023-06-25 10:00:00,홍보,13,CS44,2,False
CALL001217,CUST001041,2023-08-18 08:00:00,요금조회,5,CS50,5,False
CALL001218,CUST003851,2024-08-30 13:00:00,불만,15,CS09,4,False
CALL001219,CUST001825,2024-05-27 14:00:00,요금조회,1,CS41,4,False
CALL001220,CUST003749,2023-05-12 17:00:00,불만,15,CS13,5,True
CALL001221,CUST001362,2024-05-03 11:00:00,기술지원,4,CS06,5,True
CALL001222,CUST003270,2024-08-12 18:00:00,불만,24,CS29,4,False
CALL001223,CUST001515,2024-06-29 18:00:00,불만,22,CS49,4,False
CALL001224,CUST000313,2024-06-18 17:00:00,기술지원,7,CS05,5,False
CALL001225,CUST000087,2023-10-04 09:00:00,요금조회,29,CS19,5,False
CALL001226,CUST002852,2023-09-13 10:00:00,불만,5,CS25,4,False
CALL001227,CUST004410,2023-04-17 08:00:00,요금조회,25,CS48,4,False
CALL001228,CUST003163,2024-08-07 15:00:00,요금조회,19,CS05,5,False
CALL001229,CUST000668,2023-05-13 08:00:00,요금조회,28,CS40,5,False
CALL001230,CUST000784,2024-12-08 10:00:00,요금조회,12,CS37,4,True
CALL001231,CUST003893,2023-04-28 15:00:00,요금조회,11,CS22,4,False
CALL001232,CUST001324,2023-02-14 15:00:00,신청,8,CS47,5,False
CALL001233,CUST000595,2023-12-01 12:00:00,기술지원,1,CS16,1,False
CALL001234,CUST002992,2024-06-15 13:00:00,요금조회,24,CS37,4,False
CALL001235,CUST004888,2023-07-17 12:00:00,기술지원,1,CS18,4,False
CALL001236,CUST003960,2024-10-07 14:00:00,신청,28,CS27,4,False
CALL001237,CUST004258,2024-01-15 13:00:00,불만,19,CS32,3,False
CALL001238,CUST003031,2024-04-28 17:00:00,불만,9,CS25,4,False
CALL001239,CUST004548,2023-05-16 10:00:00,요금조회,11,CS27,5,False
CALL001240,CUST000524,2023-02-08 11:00:00,불만,27,CS09,4,False
CALL001241,CUST000325,2023-01-11 08:00:00,기술지원,15,CS27,5,True
CALL001242,CUST004343,2023-11-06 12:00:00,기술지원,24,CS12,4,False
CALL001243,CUST000898,2024-08-03 14:00:00,기술지원,26,CS16,5,False
CALL001244,CUST000555,2023-11-08 14:00:00,신청,10,CS21,4,False
CALL001245,CUST004923,2023-03-07 10:00:00,신청,5,CS45,5,False
CALL001246,CUST004371,2024-09-17 11:00:00,불만,23,CS49,5,True
CALL001247,CUST002532,2024-08-03 08:00:00,불만,3,CS37,5,False
CALL001248,CUST002168,2023-01-29 10:00:00,요금조회,6,CS25,5,True
CALL001249,CUST003615,2023-12-31 09:00:00,불만,5,CS01,4,False
CALL001250,CUST003542,2023-05-20 09:00:00,불만,23,CS24,4,False
CALL001251,CUST003333,2023-07-28 15:00:00,홍보,11,CS15,4,False
CALL001252,CUST004035,2023-12-08 14:00:00,신청,9,CS01,5,False
CALL001253,CUST004375,2023-12-31 16:00:00,기술지원,3,CS09,4,False
CALL001254,CUST000752,2024-12-24 17:00:00,요금조회,19,CS48,3,False
CALL001255,CUST002731,2024-02-06 11:00:00,기술지원,17,CS25,5,False
CALL001256,CUST002072,2023-12-05 17:00:00,기술지원,9,CS05,5,False
CALL001257,CUST000798,2023-12-12 18:00:00,기술지원,1,CS48,5,False
CALL001258,CUST002632,2024-11-24 15:00:00,요금조회,5,CS35,5,False
CALL001259,CUST000151,2023-01-03 16:00:00,기술지원,8,CS20,2,False
CALL001260,CUST002532,2024-03-16 09:00:00,신청,3,CS02,5,False
CALL001261,CUST001434,2024-08-10 17:00:00,홍보,16,CS09,5,False
CALL001262,CUST002842,2023-08-12 09:00:00,신청,18,CS24,4,False
CALL001263,CUST004151,2023-09-25 13:00:00,신청,16,CS32,5,True
CALL001264,CUST000168,2024-07-19 12:00:00,신청,6,CS36,5,False
CALL001265,CUST003110,2023-07-13 12:00:00,요금조회,21,CS29,1,True
CALL001266,CUST004675,2024-12-13 13:00:00,신청,18,CS01,3,False
CALL001267,CUST001118,2024-02-11 14:00:00,기술지원,24,CS14,5,False
CALL001268,CUST000592,2023-08-15 09:00:00,신청,24,CS25,5,False
CALL001269,CUST001297,2023-03-16 11:00:00,불만,19,CS34,3,True
CALL001270,CUST000582,2024-07-09 16:00:00,홍보,29,CS26,4,False
CALL001271,CUST003635,2024-01-15 08:00:00,기술지원,15,CS04,5,False
CALL001272,CUST003193,2023-07-29 12:00:00,요금조회,24,CS22,3,True
CALL001273,CUST004355,2023-07-07 11:00:00,불만,2,CS04,4,False
CALL001274,CUST002815,2024-02-22 10:00:00,기술지원,29,CS26,4,False
CALL001275,CUST000669,2024-11-17 10:00:00,불만,23,CS16,5,False
CALL001276,CUST000448,2023-02-04 11:00:00,홍보,28,CS03,4,False
CALL001277,CUST001522,2023-07-19 12:00:00,기술지원,8,CS26,4,False
CALL001278,CUST002079,2024-04-13 12:00:00,불만,14,CS26,5,True
CALL001279,CUST000111,2023-07-07 12:00:00,기술지원,18,CS16,3,False
CALL001280,CUST002995,2024-02-21 11:00:00,불만,28,CS28,3,False
CALL001281,CUST000721,2024-11-02 09:00:00,요금조회,11,CS01,4,True
CALL001282,CUST000890,2023-01-20 12:00:00,홍보,25,CS24,3,False
CALL001283,CUST003066,2023-08-26 18:00:00,기술지원,24,CS03,5,False
CALL001284,CUST002981,2024-04-06 17:00:00,신청,23,CS09,4,False
CALL001285,CUST004047,2024-03-01 16:00:00,기술지원,29,CS47,1,False
CALL001286,CUST004460,2024-12-10 18:00:00,신청,21,CS34,5,False
CALL001287,CUST002003,2024-11-04 14:00:00,홍보,21,CS42,5,False
CALL001288,CUST003460,2024-07-07 08:00:00,홍보,27,CS06,4,False
CALL001289,CUST002526,2023-02-03 16:00:00,신청,11,CS42,4,False
CALL001290,CUST002846,2024-10-28 13:00:00,기술지원,2,CS41,5,False
CALL001291,CUST004614,2024-12-28 10:00:00,불만,26,CS28,3,False
CALL001292,CUST000836,2024-08-05 12:00:00,신청,11,CS18,4,False
CALL001293,CUST002071,2024-01-26 17:00:00,홍보,21,CS01,5,False
CALL001294,CUST001390,2023-02-21 10:00:00,불만,1,CS40,5,False
CALL001295,CUST002240,2024-10-31 09:00:00,기술지원,11,CS35,4,True
CALL001296,CUST003301,2024-10-24 18:00:00,신청,11,CS38,4,False
CALL001297,CUST001532,2024-05-13 15:00:00,기술지원,5,CS08,4,False
CALL001298,CUST001065,2023-10-20 09:00:00,신청,14,CS01,5,False
CALL001299,CUST004076,2024-04-21 12:00:00,신청,19,CS14,4,False
CALL001300,CUST001397,2023-07-12 08:00:00,신청,24,CS38,4,False
CALL001301,CUST000709,2023-11-06 11:00:00,신청,11,CS03,2,False
CALL001302,CUST004314,2023-11-23 08:00:00,불만,22,CS38,4,False
CALL001303,CUST002407,2023-06-08 11:00:00,요금조회,26,CS08,4,False
CALL001304,CUST001925,2024-07-03 13:00:00,신청,5,CS11,5,False
CALL001305,CUST003613,2023-02-18 10:00:00,요금조회,10,CS04,5,True
CALL001306,CUST002063,2023-06-15 16:00:00,불만,17,CS48,4,True
CALL001307,CUST004151,2024-09-16 12:00:00,신청,26,CS16,3,True
CALL001308,CUST002207,2024-03-08 14:00:00,홍보,4,CS41,4,False
CALL001309,CUST003616,2023-12-13 10:00:00,불만,28,CS02,3,True
CALL001310,CUST002158,2024-04-04 13:00:00,신청,13,CS10,5,False
CALL001311,CUST004775,2023-06-13 11:00:00,요금조회,23,CS24,3,False
CALL001312,CUST000664,2023-07-25 10:00:00,요금조회,28,CS09,3,False
CALL001313,CUST000208,2024-06-16 10:00:00,불만,18,CS02,5,False
CALL001314,CUST002028,2024-09-30 11:00:00,홍보,28,CS39,4,False
CALL001315,CUST000580,2023-01-10 10:00:00,기술지원,26,CS17,5,True
CALL001316,CUST000754,2023-01-17 10:00:00,요금조회,27,CS22,5,False
CALL001317,CUST000399,2023-12-05 14:00:00,기술지원,18,CS11,5,False
CALL001318,CUST003225,2024-08-10 09:00:00,기술지원,5,CS45,2,False
CALL001319,CUST002275,2023-08-09 11:00:00,불만,4,CS13,4,False
CALL001320,CUST000592,2023-01-11 11:00:00,홍보,5,CS50,4,True
CALL001321,CUST003028,2023-01-23 11:00:00,요금조회,7,CS30,1,False
CALL001322,CUST001259,2023-07-22 12:00:00,기술지원,8,CS49,2,True
CALL001323,CUST003434,2024-02-23 15:00:00,기술지원,2,CS24,2,True
CALL001324,CUST003239,2024-03-27 09:00:00,불만,7,CS37,5,False
CALL001325,CUST000065,2024-12-09 09:00:00,요금조회,28,CS30,5,False
CALL001326,CUST001506,2024-11-17 14:00:00,신청,19,CS45,5,True
CALL001327,CUST004716,2024-04-12 13:00:00,신청,20,CS39,4,False
CALL001328,CUST000693,2023-01-11 15:00:00,홍보,23,CS24,3,False
CALL001329,CUST003775,2024-03-13 10:00:00,홍보,2,CS15,4,False
CALL001330,CUST001402,2024-05-04 17:00:00,요금조회,10,CS08,1,False
CALL001331,CUST002736,2024-09-16 13:00:00,기술지원,17,CS37,4,False
CALL001332,CUST002517,2023-11-19 11:00:00,요금조회,25,CS42,4,False
CALL001333,CUST001049,2023-02-28 10:00:00,기술지원,23,CS12,4,False
CALL001334,CUST002561,2023-10-12 18:00:00,홍보,15,CS26,4,False
CALL001335,CUST002167,2024-01-15 11:00:00,불만,14,CS03,4,False
CALL001336,CUST003463,2023-02-27 09:00:00,요금조회,17,CS04,2,False
CALL001337,CUST002674,2023-06-27 11:00:00,신청,20,CS40,4,False
CALL001338,CUST004337,2024-08-18 16:00:00,기술지원,14,CS46,4,False
CALL001339,CUST002640,2023-09-22 15:00:00,홍보,8,CS35,4,False
CALL001340,CUST002278,2023-06-24 11:00:00,기술지원,25,CS28,5,False
CALL001341,CUST002403,2023-01-30 11:00:00,신청,22,CS03,1,False
CALL001342,CUST001786,2023-10-05 10:00:00,요금조회,28,CS09,4,False
CALL001343,CUST002479,2023-02-17 10:00:00,기술지원,16,CS30,4,False
CALL001344,CUST002493,2024-07-07 12:00:00,신청,9,CS23,5,False
CALL001345,CUST001670,2024-04-14 09:00:00,신청,18,CS32,2,False
CALL001346,CUST003627,2024-08-18 08:00:00,요금조회,22,CS19,5,False
CALL001347,CUST002605,2023-04-04 15:00:00,신청,16,CS43,5,False
CALL001348,CUST004740,2023-06-16 10:00:00,홍보,11,CS21,3,False
CALL001349,CUST003090,2024-11-08 10:00:00,불만,26,CS17,5,False
CALL001350,CUST001379,2023-10-27 08:00:00,홍보,23,CS18,3,False
CALL001351,CUST002143,2024-01-18 08:00:00,기술지원,20,CS41,3,False
CALL001352,CUST001495,2024-03-25 14:00:00,불만,27,CS38,5,False
CALL001353,CUST001169,2023-09-23 18:00:00,기술지원,17,CS09,3,True
CALL001354,CUST003124,2024-07-13 15:00:00,요금조회,10,CS03,5,False
CALL001355,CUST001048,2023-04-15 15:00:00,기술지원,25,CS21,1,False
CALL001356,CUST004768,2024-10-19 18:00:00,기술지원,14,CS19,5,True
CALL001357,CUST000889,2024-12-08 15:00:00,기술지원,15,CS48,5,False
CALL001358,CUST003762,2023-11-25 12:00:00,신청,9,CS36,5,False
CALL001359,CUST001994,2024-02-28 09:00:00,기술지원,16,CS39,5,False
CALL001360,CUST004131,2024-09-29 17:00:00,불만,27,CS19,5,False
CALL001361,CUST000959,2023-07-07 12:00:00,기술지원,22,CS45,3,False
CALL001362,CUST000222,2023-02-21 14:00:00,불만,13,CS19,4,False
CALL001363,CUST004869,2024-01-04 18:00:00,불만,5,CS22,5,False
CALL001364,CUST003260,2024-07-08 11:00:00,기술지원,17,CS15,4,False
CALL001365,CUST003363,2024-07-03 15:00:00,신청,13,CS33,5,True
CALL001366,CUST000369,2023-06-07 18:00:00,신청,22,CS06,5,False
CALL001367,CUST000055,2024-04-25 18:00:00,불만,19,CS08,5,False
CALL001368,CUST003812,2023-06-01 13:00:00,신청,15,CS36,4,False
CALL001369,CUST002110,2024-06-01 09:00:00,기술지원,10,CS02,3,False
CALL001370,CUST001713,2023-07-04 10:00:00,홍보,10,CS41,4,False
CALL001371,CUST000677,2023-11-21 17:00:00,홍보,11,CS36,4,True
CALL001372,CUST002311,2023-02-11 17:00:00,요금조회,7,CS08,4,True
CALL001373,CUST001204,2024-12-05 13:00:00,홍보,7,CS46,4,False
