불만ID,고객ID,접수일시,카테고리,내용,상태,만족도,해결완료일
COMP000776,CUST003823,2024-12-19 18:00:00,공급,고객센터 응답이 느려요,접수,1,2023-01-18
COMP000777,CUST001050,2023-09-20 01:00:00,기술,계약 변경이 어려워요,처리중,5,2024-04-30
COMP000778,CUST003446,2024-01-11 07:00:00,서비스,가스 냄새가 심합니다,완료,3,
COMP000779,CUST004186,2024-09-12 22:00:00,공급,앱 사용이 불편해요,완료,2,
COMP000780,CUST002563,2023-03-14 00:00:00,요금,청구서 오류가 있습니다,보류,3,2023-12-24
COMP000781,CUST004494,2023-08-02 20:00:00,안전,앱 사용이 불편해요,완료,1,2023-05-23
COMP000782,CUST004332,2024-05-18 02:00:00,요금,가스 냄새가 심합니다,처리중,1,2023-05-28
COMP000783,CUST001188,2024-04-24 20:00:00,요금,환불이 안 되네요,완료,3,
COMP000784,CUST003602,2023-03-04 11:00:00,공급,가스 냄새가 심합니다,완료,1,2024-03-07
COMP000785,CUST000855,2024-07-25 23:00:00,서비스,상담원 친절도가 떨어져요,보류,2,2023-08-18
COMP000786,CUST002037,2024-03-01 11:00:00,공급,청구서 오류가 있습니다,처리중,1,2023-05-22
COMP000787,CUST002382,2024-12-26 01:00:00,요금,상담원 친절도가 떨어져요,처리중,3,2024-12-13
COMP000788,CUST003558,2024-09-23 08:00:00,기타,앱 사용이 불편해요,처리중,3,
COMP000789,CUST002201,2024-06-25 01:00:00,안전,고객센터 응답이 느려요,완료,2,2023-01-27
COMP000790,CUST004071,2023-03-14 09:00:00,서비스,계약 변경이 어려워요,완료,4,
COMP000791,CUST003446,2023-03-21 06:00:00,요금,정기점검을 안 해줬어요,완료,2,2023-02-25
COMP000792,CUST004189,2024-06-15 03:00:00,기술,정기점검을 안 해줬어요,처리중,1,
COMP000793,CUST004623,2023-04-14 23:00:00,기타,청구서 오류가 있습니다,완료,4,
COMP000794,CUST000790,2023-08-25 17:00:00,안전,앱 사용이 불편해요,완료,1,2024-08-31
COMP000795,CUST002629,2024-01-30 06:00:00,공급,고객센터 응답이 느려요,보류,4,
COMP000796,CUST004910,2023-07-17 16:00:00,기타,상담원 친절도가 떨어져요,보류,3,2024-01-10
COMP000797,CUST003627,2024-11-03 07:00:00,요금,가스 냄새가 심합니다,접수,5,2023-09-08
COMP000798,CUST000230,2024-08-06 20:00:00,공급,계약 변경이 어려워요,완료,2,2024-08-05
COMP000799,CUST000001,2023-07-03 17:00:00,공급,공급이 자주 끊겨요,완료,4,
COMP000800,CUST000086,2024-07-25 13:00:00,서비스,앱 사용이 불편해요,접수,1,2023-07-06
COMP000801,CUST000058,2023-04-19 20:00:00,기타,고객센터 응답이 느려요,처리중,1,2023-05-24
COMP000802,CUST003568,2024-08-13 11:00:00,기술,고객센터 응답이 느려요,접수,5,
COMP000803,CUST004532,2024-11-21 14:00:00,요금,가스 냄새가 심합니다,보류,2,
COMP000804,CUST003257,2024-12-20 21:00:00,요금,고객센터 응답이 느려요,보류,4,2024-02-26
COMP000805,CUST004615,2024-03-13 03:00:00,서비스,상담원 친절도가 떨어져요,접수,5,
COMP000806,CUST003898,2023-06-20 05:00:00,기타,앱 사용이 불편해요,완료,4,2024-10-22
COMP000807,CUST001514,2024-07-17 12:00:00,기타,공급이 자주 끊겨요,보류,4,
COMP000808,CUST000318,2024-05-31 10:00:00,기술,정기점검을 안 해줬어요,완료,3,2023-06-09
COMP000809,CUST001014,2024-11-04 05:00:00,안전,앱 사용이 불편해요,완료,1,2024-10-19
COMP000810,CUST002046,2024-06-30 19:00:00,안전,계약 변경이 어려워요,완료,3,2023-06-27
COMP000811,CUST000445,2024-03-29 11:00:00,안전,가스 냄새가 심합니다,접수,2,2023-01-12
COMP000812,CUST000040,2023-11-19 17:00:00,공급,가스 냄새가 심합니다,접수,1,2024-03-09
COMP000813,CUST003216,2023-11-29 11:00:00,안전,환불이 안 되네요,처리중,2,
COMP000814,CUST004192,2024-02-27 20:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,4,
COMP000815,CUST004426,2024-03-16 23:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,3,2023-09-22
COMP000816,CUST004568,2023-11-28 19:00:00,공급,청구서 오류가 있습니다,접수,1,
COMP000817,CUST001607,2023-09-04 18:00:00,서비스,계약 변경이 어려워요,보류,4,2024-12-27
COMP000818,CUST001212,2024-07-12 06:00:00,기타,청구서 오류가 있습니다,접수,3,2023-06-10
COMP000819,CUST003962,2024-01-20 17:00:00,기술,고객센터 응답이 느려요,완료,4,2023-04-05
COMP000820,CUST000894,2023-09-18 11:00:00,기타,고객센터 응답이 느려요,보류,1,2023-05-09
COMP000821,CUST002746,2024-04-08 14:00:00,요금,환불이 안 되네요,접수,1,
COMP000822,CUST001647,2024-02-11 00:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,4,2023-02-27
COMP000823,CUST000155,2023-02-05 09:00:00,요금,공급이 자주 끊겨요,완료,2,2023-07-08
COMP000824,CUST003679,2024-09-02 00:00:00,요금,청구서 오류가 있습니다,접수,5,
COMP000825,CUST000025,2024-06-14 04:00:00,기술,정기점검을 안 해줬어요,완료,4,
COMP000826,CUST003983,2023-11-06 00:00:00,공급,공급이 자주 끊겨요,완료,3,
COMP000827,CUST002099,2023-11-04 07:00:00,서비스,상담원 친절도가 떨어져요,처리중,4,2024-12-10
COMP000828,CUST002441,2023-08-08 10:00:00,안전,가스 냄새가 심합니다,완료,3,2023-11-17
COMP000829,CUST001187,2023-01-23 22:00:00,서비스,공급이 자주 끊겨요,완료,4,
COMP000830,CUST003209,2023-10-10 17:00:00,공급,환불이 안 되네요,완료,1,2024-01-25
COMP000831,CUST004580,2024-06-07 17:00:00,공급,가스 냄새가 심합니다,완료,5,2024-01-16
COMP000832,CUST000851,2024-08-07 18:00:00,요금,앱 사용이 불편해요,완료,5,
COMP000833,CUST004525,2023-06-08 03:00:00,기타,계약 변경이 어려워요,보류,1,2023-04-22
COMP000834,CUST004865,2023-02-08 14:00:00,요금,청구서 오류가 있습니다,완료,5,2024-01-07
COMP000835,CUST002791,2023-12-31 04:00:00,기타,청구서 오류가 있습니다,완료,1,
COMP000836,CUST001200,2023-05-22 08:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,3,
COMP000837,CUST002250,2024-01-11 18:00:00,기타,환불이 안 되네요,접수,2,2023-10-16
COMP000838,CUST002956,2023-09-13 07:00:00,공급,계약 변경이 어려워요,완료,2,2023-04-20
COMP000839,CUST000444,2023-09-20 09:00:00,기술,고객센터 응답이 느려요,처리중,5,2024-09-03
COMP000840,CUST001759,2023-04-05 18:00:00,안전,환불이 안 되네요,완료,3,2023-11-13
COMP000841,CUST002995,2024-02-14 18:00:00,안전,상담원 친절도가 떨어져요,완료,5,2023-07-26
COMP000842,CUST000116,2023-08-11 23:00:00,서비스,공급이 자주 끊겨요,보류,4,
COMP000843,CUST001784,2023-03-21 23:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,4,2023-10-03
COMP000844,CUST003991,2023-11-29 15:00:00,기타,앱 사용이 불편해요,완료,1,2024-08-06
COMP000845,CUST001518,2023-06-27 15:00:00,요금,앱 사용이 불편해요,완료,3,2024-07-31
COMP000846,CUST001997,2024-12-07 22:00:00,요금,공급이 자주 끊겨요,완료,5,
COMP000847,CUST002038,2024-08-13 03:00:00,서비스,공급이 자주 끊겨요,완료,4,2023-02-19
COMP000848,CUST002904,2024-09-01 20:00:00,서비스,상담원 친절도가 떨어져요,처리중,3,2023-11-13
COMP000849,CUST003315,2023-11-04 01:00:00,서비스,상담원 친절도가 떨어져요,완료,2,2024-01-01
COMP000850,CUST004748,2024-08-13 12:00:00,기타,공급이 자주 끊겨요,처리중,4,
COMP000851,CUST002314,2023-03-22 01:00:00,안전,환불이 안 되네요,접수,2,
COMP000852,CUST001979,2023-12-09 11:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,2,2023-11-19
COMP000853,CUST000639,2024-03-20 13:00:00,서비스,환불이 안 되네요,처리중,1,
COMP000854,CUST003094,2023-05-04 07:00:00,서비스,공급이 자주 끊겨요,보류,3,
COMP000855,CUST000533,2024-10-30 19:00:00,공급,고객센터 응답이 느려요,완료,4,
COMP000856,CUST002622,2023-01-12 20:00:00,기술,공급이 자주 끊겨요,접수,1,
COMP000857,CUST002947,2024-10-09 12:00:00,안전,가스 냄새가 심합니다,완료,2,2024-02-22
COMP000858,CUST000459,2023-02-25 09:00:00,공급,청구서 오류가 있습니다,완료,1,
COMP000859,CUST001410,2024-06-20 01:00:00,기술,고객센터 응답이 느려요,완료,5,2024-05-29
COMP000860,CUST001449,2023-11-23 17:00:00,요금,계약 변경이 어려워요,처리중,4,
COMP000861,CUST000948,2024-08-01 04:00:00,기술,앱 사용이 불편해요,접수,2,2024-08-24
COMP000862,CUST001676,2023-12-01 16:00:00,안전,환불이 안 되네요,보류,3,
COMP000863,CUST002179,2024-12-15 07:00:00,요금,앱 사용이 불편해요,접수,5,2023-02-08
COMP000864,CUST004111,2023-06-06 01:00:00,요금,공급이 자주 끊겨요,처리중,1,2023-06-05
COMP000865,CUST002516,2024-11-20 23:00:00,안전,고객센터 응답이 느려요,처리중,1,
COMP000866,CUST003875,2024-02-07 14:00:00,서비스,청구서 오류가 있습니다,완료,1,2024-10-02
COMP000867,CUST002520,2024-09-01 18:00:00,요금,청구서 오류가 있습니다,보류,3,2023-08-26
COMP000868,CUST001178,2024-05-31 02:00:00,기타,고객센터 응답이 느려요,완료,3,
COMP000869,CUST002478,2023-08-16 13:00:00,공급,공급이 자주 끊겨요,완료,1,
COMP000870,CUST004330,2023-10-24 12:00:00,기술,가스 냄새가 심합니다,보류,3,
COMP000871,CUST001415,2023-06-01 04:00:00,요금,앱 사용이 불편해요,완료,1,
COMP000872,CUST003055,2023-12-11 02:00:00,기술,정기점검을 안 해줬어요,완료,1,2024-05-28
COMP000873,CUST001539,2024-05-02 18:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,1,2024-09-15
COMP000874,CUST002456,2023-02-20 17:00:00,요금,가스 냄새가 심합니다,처리중,5,
COMP000875,CUST004067,2024-02-13 08:00:00,기술,앱 사용이 불편해요,보류,1,
COMP000876,CUST001091,2023-03-29 12:00:00,요금,청구서 오류가 있습니다,처리중,3,2023-05-15
COMP000877,CUST004837,2024-05-28 13:00:00,요금,계약 변경이 어려워요,처리중,4,2024-01-04
COMP000878,CUST001539,2024-12-15 04:00:00,기술,환불이 안 되네요,완료,3,
COMP000879,CUST004071,2023-05-19 15:00:00,기술,고객센터 응답이 느려요,완료,4,
COMP000880,CUST002400,2024-07-26 06:00:00,안전,공급이 자주 끊겨요,처리중,5,2024-12-30
COMP000881,CUST003157,2024-05-14 12:00:00,기술,계약 변경이 어려워요,완료,3,
COMP000882,CUST002635,2024-10-29 18:00:00,기술,청구서 오류가 있습니다,보류,1,2023-08-02
COMP000883,CUST003931,2023-07-20 17:00:00,안전,정기점검을 안 해줬어요,접수,1,
COMP000884,CUST003966,2024-09-22 23:00:00,요금,청구서 오류가 있습니다,완료,4,
COMP000885,CUST002882,2024-06-20 07:00:00,공급,가스 냄새가 심합니다,완료,5,
COMP000886,CUST003503,2023-09-06 02:00:00,요금,고객센터 응답이 느려요,보류,5,2024-05-24
COMP000887,CUST004729,2023-09-30 13:00:00,기타,환불이 안 되네요,완료,1,2023-01-16
COMP000888,CUST002101,2023-11-28 21:00:00,공급,정기점검을 안 해줬어요,완료,3,2023-11-13
COMP000889,CUST000014,2024-08-12 02:00:00,기술,가스 냄새가 심합니다,접수,1,2023-03-31
COMP000890,CUST003693,2023-04-26 21:00:00,서비스,고객센터 응답이 느려요,처리중,3,2024-04-10
COMP000891,CUST003811,2024-02-28 13:00:00,기술,정기점검을 안 해줬어요,완료,3,2023-10-30
COMP000892,CUST000218,2024-01-10 11:00:00,요금,정기점검을 안 해줬어요,처리중,5,2023-10-14
COMP000893,CUST003892,2023-07-15 10:00:00,안전,정기점검을 안 해줬어요,접수,2,2023-12-28
COMP000894,CUST003756,2023-12-19 19:00:00,안전,앱 사용이 불편해요,완료,5,2023-07-03
COMP000895,CUST004045,2024-11-02 00:00:00,기술,환불이 안 되네요,접수,1,
COMP000896,CUST002732,2023-11-09 05:00:00,공급,청구서 오류가 있습니다,완료,1,2024-04-29
COMP000897,CUST000121,2023-12-25 19:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,4,
COMP000898,CUST002778,2024-03-28 19:00:00,공급,앱 사용이 불편해요,처리중,2,
COMP000899,CUST004973,2023-05-30 14:00:00,기타,고객센터 응답이 느려요,접수,1,2023-05-24
COMP000900,CUST000537,2023-02-15 07:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,2,
COMP000901,CUST000701,2023-07-24 21:00:00,안전,환불이 안 되네요,완료,5,
COMP000902,CUST002731,2024-01-18 04:00:00,서비스,공급이 자주 끊겨요,처리중,2,2024-01-08
COMP000903,CUST002387,2023-03-29 03:00:00,서비스,공급이 자주 끊겨요,보류,4,
COMP000904,CUST000408,2023-02-25 07:00:00,요금,청구서 오류가 있습니다,완료,2,2024-09-26
COMP000905,CUST002140,2024-09-27 04:00:00,요금,청구서 오류가 있습니다,보류,1,
COMP000906,CUST004013,2023-10-22 00:00:00,안전,정기점검을 안 해줬어요,완료,5,2024-01-11
COMP000907,CUST000702,2023-12-18 22:00:00,요금,고객센터 응답이 느려요,완료,5,2024-10-01
COMP000908,CUST004931,2023-04-24 09:00:00,요금,정기점검을 안 해줬어요,완료,4,
COMP000909,CUST001372,2024-04-05 15:00:00,기술,요금이 지난달보다 많이 나왔어요,보류,3,2024-11-29
COMP000910,CUST002727,2023-01-24 10:00:00,기타,정기점검을 안 해줬어요,처리중,3,2024-04-05
COMP000911,CUST003082,2023-08-03 23:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,1,2024-11-29
COMP000912,CUST001022,2024-07-04 06:00:00,서비스,고객센터 응답이 느려요,처리중,2,2024-10-21
COMP000913,CUST001500,2023-07-28 17:00:00,기타,상담원 친절도가 떨어져요,보류,5,2023-09-08
COMP000914,CUST004219,2024-06-19 08:00:00,안전,요금이 지난달보다 많이 나왔어요,접수,2,
COMP000915,CUST001522,2024-07-15 15:00:00,공급,환불이 안 되네요,완료,1,2023-06-08
COMP000916,CUST001131,2024-09-29 23:00:00,서비스,계약 변경이 어려워요,완료,1,
COMP000917,CUST002766,2023-05-25 22:00:00,서비스,정기점검을 안 해줬어요,완료,3,2023-06-12
COMP000918,CUST002393,2024-12-16 21:00:00,안전,정기점검을 안 해줬어요,처리중,5,2023-03-16
COMP000919,CUST002862,2023-01-19 12:00:00,안전,환불이 안 되네요,처리중,1,2024-04-18
COMP000920,CUST003585,2024-08-19 21:00:00,안전,계약 변경이 어려워요,완료,1,
COMP000921,CUST004794,2024-06-23 01:00:00,공급,청구서 오류가 있습니다,완료,3,2024-04-24
COMP000922,CUST001104,2023-09-19 05:00:00,요금,청구서 오류가 있습니다,처리중,2,
COMP000923,CUST004327,2023-03-03 09:00:00,요금,요금이 지난달보다 많이 나왔어요,처리중,1,
COMP000924,CUST000985,2023-07-25 22:00:00,공급,계약 변경이 어려워요,완료,3,2023-03-29
COMP000925,CUST002606,2024-09-24 08:00:00,요금,환불이 안 되네요,접수,2,2023-04-21
COMP000926,CUST003317,2023-02-24 14:00:00,기술,상담원 친절도가 떨어져요,접수,1,
COMP000927,CUST004715,2024-11-01 00:00:00,공급,고객센터 응답이 느려요,처리중,5,
COMP000928,CUST002967,2023-03-10 12:00:00,공급,정기점검을 안 해줬어요,완료,2,
COMP000929,CUST001528,2024-11-07 08:00:00,요금,앱 사용이 불편해요,완료,2,2023-12-03
COMP000930,CUST004669,2024-11-09 21:00:00,기타,가스 냄새가 심합니다,완료,1,2023-12-17
COMP000931,CUST002489,2024-01-04 03:00:00,기술,환불이 안 되네요,처리중,1,
COMP000932,CUST002517,2023-01-20 09:00:00,기술,상담원 친절도가 떨어져요,보류,1,2024-12-20
COMP000933,CUST002449,2024-10-26 12:00:00,기술,상담원 친절도가 떨어져요,완료,2,
COMP000934,CUST000460,2023-08-25 12:00:00,안전,앱 사용이 불편해요,접수,1,2024-04-10
COMP000935,CUST000397,2024-06-04 22:00:00,안전,청구서 오류가 있습니다,완료,1,2023-06-09
COMP000936,CUST002138,2023-04-12 10:00:00,기술,정기점검을 안 해줬어요,완료,3,
COMP000937,CUST003716,2024-05-11 19:00:00,기술,가스 냄새가 심합니다,완료,5,2023-08-07
COMP000938,CUST002176,2024-06-28 02:00:00,기술,계약 변경이 어려워요,완료,5,2023-02-02
COMP000939,CUST000300,2023-07-10 06:00:00,서비스,공급이 자주 끊겨요,완료,4,
COMP000940,CUST003782,2024-05-27 14:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,2,
COMP000941,CUST004142,2024-07-28 22:00:00,요금,환불이 안 되네요,처리중,5,2024-01-06
COMP000942,CUST004211,2023-01-23 01:00:00,서비스,청구서 오류가 있습니다,완료,3,
COMP000943,CUST001211,2023-09-11 16:00:00,요금,정기점검을 안 해줬어요,보류,4,
COMP000944,CUST000949,2023-11-09 10:00:00,안전,고객센터 응답이 느려요,완료,2,2023-08-05
COMP000945,CUST001096,2024-05-16 12:00:00,공급,환불이 안 되네요,완료,5,
COMP000946,CUST003087,2023-06-10 00:00:00,서비스,환불이 안 되네요,완료,5,
COMP000947,CUST000368,2023-12-22 21:00:00,기타,계약 변경이 어려워요,접수,5,
COMP000948,CUST004178,2023-12-27 11:00:00,요금,가스 냄새가 심합니다,완료,2,2024-10-12
COMP000949,CUST002194,2024-10-02 09:00:00,요금,공급이 자주 끊겨요,처리중,1,2023-05-26
COMP000950,CUST000378,2023-08-30 16:00:00,공급,환불이 안 되네요,완료,4,2024-02-19
COMP000951,CUST003868,2023-10-10 01:00:00,서비스,환불이 안 되네요,보류,2,2024-12-30
COMP000952,CUST004777,2024-10-02 08:00:00,기술,계약 변경이 어려워요,완료,1,2024-03-05
COMP000953,CUST002215,2024-02-01 00:00:00,서비스,환불이 안 되네요,처리중,2,2024-11-16
COMP000954,CUST000399,2024-07-22 08:00:00,공급,청구서 오류가 있습니다,완료,3,
COMP000955,CUST004222,2023-08-19 04:00:00,서비스,고객센터 응답이 느려요,완료,5,2023-02-25
COMP000956,CUST000310,2023-12-16 12:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,5,2024-03-14
COMP000957,CUST003363,2024-11-03 04:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,3,2023-11-01
COMP000958,CUST001329,2023-03-31 23:00:00,기술,환불이 안 되네요,완료,2,2023-12-24
COMP000959,CUST003866,2024-01-27 16:00:00,공급,상담원 친절도가 떨어져요,완료,3,
COMP000960,CUST004450,2024-11-25 19:00:00,기타,계약 변경이 어려워요,완료,4,2024-07-02
COMP000961,CUST002042,2024-10-02 21:00:00,공급,가스 냄새가 심합니다,접수,4,
COMP000962,CUST000516,2023-08-21 13:00:00,기타,계약 변경이 어려워요,완료,5,2024-12-14
COMP000963,CUST000167,2023-09-04 18:00:00,안전,정기점검을 안 해줬어요,보류,4,2024-12-10
COMP000964,CUST001733,2023-06-06 13:00:00,공급,환불이 안 되네요,완료,5,2023-01-11
COMP000965,CUST001199,2023-11-16 19:00:00,공급,공급이 자주 끊겨요,완료,4,2024-09-03
