고객ID,가입일,지역,고객타입,계약기간,요금제
CUST001898,2023-09-17,대구,산업,2년,프리미엄
CUST001899,2023-10-04,대전,상업,1년,할인
CUST001900,2023-09-27,광주,상업,2년,기본
CUST001901,2023-01-20,부산,공공,장기,프리미엄
CUST001902,2023-12-05,경기,공공,장기,기본
CUST001903,2023-06-22,대구,공공,2년,기본
CUST001904,2023-11-13,광주,주택,1년,기본
CUST001905,2023-03-09,광주,상업,2년,기본
CUST001906,2023-11-02,대구,상업,1년,기본
CUST001907,2023-07-12,세종,주택,1년,기본
CUST001908,2023-03-20,대전,주택,2년,기본
CUST001909,2023-03-25,인천,주택,2년,프리미엄
CUST001910,2023-04-03,대전,상업,1년,프리미엄
CUST001911,2023-12-21,대구,상업,1년,기본
CUST001912,2023-11-16,부산,공공,1년,프리미엄
CUST001913,2023-03-26,인천,공공,1년,기본
CUST001914,2023-08-13,경기,상업,장기,프리미엄
CUST001915,2023-01-23,대전,공공,2년,할인
CUST001916,2023-07-30,대구,주택,1년,기본
CUST001917,2023-07-06,대전,산업,2년,할인
CUST001918,2023-12-13,인천,공공,1년,기본
CUST001919,2023-05-02,울산,상업,2년,기본
CUST001920,2023-08-16,강원,공공,2년,할인
CUST001921,2023-11-09,대전,공공,1년,할인
CUST001922,2023-05-26,경기,공공,1년,할인
CUST001923,2023-08-18,경기,산업,2년,기본
CUST001924,2023-04-30,서울,주택,2년,할인
CUST001925,2023-10-01,대전,상업,2년,할인
CUST001926,2023-05-03,강원,산업,장기,프리미엄
CUST001927,2023-06-08,세종,상업,1년,프리미엄
CUST001928,2023-08-29,광주,상업,장기,할인
CUST001929,2023-04-10,강원,상업,장기,할인
CUST001930,2023-07-08,광주,산업,1년,할인
CUST001931,2023-12-14,광주,주택,1년,할인
CUST001932,2023-10-20,울산,상업,장기,프리미엄
CUST001933,2023-08-14,서울,주택,1년,기본
CUST001934,2023-08-25,강원,주택,2년,할인
CUST001935,2023-05-25,강원,공공,2년,할인
CUST001936,2023-07-15,울산,산업,장기,프리미엄
CUST001937,2023-09-15,대전,산업,장기,할인
CUST001938,2023-09-28,대전,공공,1년,할인
CUST001939,2023-08-03,대전,공공,1년,프리미엄
CUST001940,2023-03-24,부산,주택,장기,할인
CUST001941,2023-04-13,광주,상업,장기,할인
CUST001942,2023-11-06,부산,산업,2년,프리미엄
CUST001943,2023-03-12,서울,상업,2년,기본
CUST001944,2023-05-09,울산,상업,1년,할인
CUST001945,2023-01-27,강원,공공,2년,할인
CUST001946,2023-11-25,광주,상업,1년,기본
CUST001947,2023-09-04,부산,주택,1년,프리미엄
CUST001948,2023-07-10,부산,공공,1년,기본
CUST001949,2023-10-11,대구,상업,2년,할인
CUST001950,2023-02-22,부산,공공,장기,기본
CUST001951,2023-12-31,세종,주택,장기,프리미엄
CUST001952,2023-09-22,강원,주택,2년,할인
CUST001953,2023-03-05,세종,상업,장기,프리미엄
CUST001954,2023-05-26,강원,공공,1년,프리미엄
CUST001955,2023-02-12,울산,상업,장기,기본
CUST001956,2023-03-24,강원,상업,2년,기본
CUST001957,2023-05-20,세종,공공,장기,프리미엄
CUST001958,2023-08-19,강원,상업,1년,프리미엄
CUST001959,2023-09-20,울산,주택,1년,할인
CUST001960,2023-03-17,울산,공공,2년,프리미엄
CUST001961,2023-08-12,서울,공공,2년,프리미엄
CUST001962,2023-02-16,강원,공공,2년,기본
CUST001963,2023-04-24,대구,공공,1년,프리미엄
CUST001964,2023-08-19,대전,상업,장기,프리미엄
CUST001965,2023-06-28,경기,상업,장기,기본
CUST001966,2023-01-14,울산,주택,2년,할인
CUST001967,2023-08-01,인천,산업,장기,기본
CUST001968,2023-01-28,대전,산업,장기,기본
CUST001969,2023-07-22,광주,주택,2년,프리미엄
CUST001970,2023-09-15,강원,산업,2년,프리미엄
CUST001971,2023-07-11,세종,주택,1년,할인
CUST001972,2023-05-01,경기,상업,1년,프리미엄
CUST001973,2023-07-17,인천,공공,1년,할인
CUST001974,2023-02-11,대전,공공,1년,할인
CUST001975,2023-07-11,강원,상업,장기,할인
CUST001976,2023-04-25,서울,공공,장기,할인
CUST001977,2023-01-15,광주,공공,1년,프리미엄
CUST001978,2023-06-13,경기,산업,1년,기본
CUST001979,2023-02-20,대구,상업,2년,기본
CUST001980,2024-01-01,서울,산업,장기,프리미엄
CUST001981,2023-11-29,인천,산업,장기,프리미엄
CUST001982,2023-06-21,경기,공공,1년,할인
CUST001983,2023-03-16,서울,공공,장기,프리미엄
CUST001984,2023-03-12,광주,상업,2년,기본
CUST001985,2023-01-20,대구,공공,2년,프리미엄
CUST001986,2023-05-27,서울,공공,장기,프리미엄
CUST001987,2023-08-30,부산,상업,1년,할인
CUST001988,2023-12-23,대구,공공,장기,할인
CUST001989,2023-03-13,인천,산업,2년,할인
CUST001990,2023-12-28,광주,상업,1년,할인
CUST001991,2023-08-29,강원,공공,장기,기본
CUST001992,2023-08-18,세종,주택,1년,프리미엄
CUST001993,2023-11-12,세종,상업,1년,프리미엄
CUST001994,2023-01-03,세종,상업,2년,할인
CUST001995,2023-02-10,경기,주택,1년,기본
CUST001996,2023-01-10,인천,공공,장기,기본
CUST001997,2023-05-12,광주,공공,1년,프리미엄
CUST001998,2023-04-21,대구,상업,1년,할인
CUST001999,2023-03-18,경기,상업,장기,프리미엄
CUST002000,2023-10-08,인천,공공,2년,프리미엄
CUST002001,2023-11-08,강원,공공,2년,기본
CUST002002,2023-09-28,부산,산업,장기,기본
CUST002003,2023-08-05,광주,상업,장기,프리미엄
CUST002004,2023-02-26,세종,상업,2년,할인
CUST002005,2023-05-28,서울,주택,1년,할인
CUST002006,2023-05-02,광주,산업,장기,프리미엄
CUST002007,2023-06-04,울산,공공,1년,프리미엄
CUST002008,2023-03-04,인천,산업,장기,할인
CUST002009,2023-01-25,대전,공공,2년,할인
CUST002010,2023-05-03,강원,공공,1년,할인
CUST002011,2023-08-03,부산,산업,1년,프리미엄
CUST002012,2023-11-24,강원,상업,장기,기본
CUST002013,2023-11-15,광주,공공,1년,할인
CUST002014,2023-08-23,대전,산업,장기,할인
CUST002015,2023-02-02,울산,주택,2년,할인
CUST002016,2023-02-26,대구,산업,1년,프리미엄
CUST002017,2023-09-13,서울,주택,장기,기본
CUST002018,2023-11-02,대전,공공,1년,기본
CUST002019,2023-10-02,인천,산업,장기,할인
CUST002020,2023-01-09,세종,산업,장기,프리미엄
CUST002021,2023-11-20,울산,주택,장기,기본
CUST002022,2023-09-21,서울,산업,2년,프리미엄
CUST002023,2023-10-22,부산,산업,1년,기본
CUST002024,2023-05-04,세종,공공,2년,할인
CUST002025,2023-03-15,광주,산업,장기,프리미엄
CUST002026,2023-05-30,대전,상업,장기,할인
CUST002027,2023-08-08,서울,주택,2년,기본
CUST002028,2023-01-01,경기,산업,2년,기본
CUST002029,2023-11-11,대구,주택,1년,할인
CUST002030,2023-06-30,대구,주택,장기,기본
CUST002031,2023-05-04,울산,주택,2년,할인
CUST002032,2023-10-20,부산,산업,장기,할인
CUST002033,2023-08-02,울산,산업,장기,할인
CUST002034,2023-04-06,경기,주택,1년,기본
CUST002035,2023-12-07,인천,상업,1년,프리미엄
CUST002036,2023-12-09,부산,주택,1년,할인
CUST002037,2023-02-13,강원,상업,2년,프리미엄
CUST002038,2023-09-26,인천,주택,장기,기본
CUST002039,2023-07-04,부산,공공,2년,기본
CUST002040,2023-02-04,부산,주택,2년,프리미엄
CUST002041,2023-09-27,경기,주택,1년,할인
CUST002042,2023-10-06,광주,산업,장기,기본
CUST002043,2023-09-17,경기,상업,장기,할인
CUST002044,2023-09-17,부산,공공,1년,할인
CUST002045,2023-10-11,서울,상업,장기,프리미엄
CUST002046,2023-01-11,인천,공공,1년,기본
CUST002047,2023-07-19,경기,주택,2년,프리미엄
CUST002048,2023-08-29,광주,산업,2년,기본
CUST002049,2023-01-23,대전,산업,1년,프리미엄
CUST002050,2023-11-22,울산,상업,2년,기본
CUST002051,2023-07-18,부산,산업,2년,기본
CUST002052,2023-07-11,강원,상업,1년,기본
CUST002053,2023-05-10,대전,상업,2년,할인
CUST002054,2023-01-09,대구,공공,장기,할인
CUST002055,2023-07-02,세종,상업,2년,프리미엄
CUST002056,2023-02-04,광주,공공,1년,프리미엄
CUST002057,2023-06-26,강원,산업,장기,기본
CUST002058,2023-05-04,세종,상업,장기,기본
CUST002059,2023-12-03,광주,상업,2년,할인
CUST002060,2023-11-18,서울,주택,장기,할인
CUST002061,2023-02-23,울산,상업,1년,할인
CUST002062,2023-10-25,대전,상업,장기,프리미엄
CUST002063,2023-06-20,인천,주택,2년,할인
CUST002064,2023-03-10,광주,주택,2년,프리미엄
CUST002065,2023-01-23,인천,산업,장기,할인
CUST002066,2023-06-30,울산,상업,1년,할인
CUST002067,2023-10-07,부산,산업,1년,기본
CUST002068,2023-06-23,대구,산업,2년,프리미엄
CUST002069,2023-11-26,대전,주택,2년,할인
CUST002070,2023-03-31,울산,공공,1년,기본
CUST002071,2023-12-17,울산,산업,장기,프리미엄
CUST002072,2023-08-26,서울,공공,장기,프리미엄
CUST002073,2023-12-23,세종,상업,장기,할인
CUST002074,2023-09-03,대구,주택,장기,프리미엄
CUST002075,2023-11-20,대전,상업,1년,기본
CUST002076,2023-04-04,부산,상업,2년,기본
CUST002077,2023-03-11,부산,주택,2년,프리미엄
CUST002078,2023-02-02,경기,상업,장기,기본
CUST002079,2023-08-23,울산,주택,1년,프리미엄
CUST002080,2023-01-19,광주,공공,1년,기본
CUST002081,2023-05-31,서울,상업,장기,프리미엄
CUST002082,2023-04-14,대구,주택,장기,프리미엄
CUST002083,2023-01-23,부산,산업,장기,프리미엄
CUST002084,2023-04-13,대전,상업,2년,기본
CUST002085,2023-01-22,경기,공공,장기,프리미엄
CUST002086,2023-06-11,대전,주택,2년,프리미엄
CUST002087,2023-06-08,서울,상업,1년,할인
CUST002088,2023-09-21,광주,상업,1년,할인
CUST002089,2023-07-23,경기,상업,2년,프리미엄
CUST002090,2023-10-06,경기,공공,2년,할인
CUST002091,2023-08-31,세종,주택,2년,프리미엄
CUST002092,2023-05-10,대구,산업,2년,할인
CUST002093,2023-01-19,경기,산업,장기,기본
CUST002094,2023-11-28,세종,산업,1년,기본
CUST002095,2023-04-08,세종,주택,장기,프리미엄
CUST002096,2023-05-27,서울,산업,2년,프리미엄
CUST002097,2023-07-02,인천,공공,장기,기본
CUST002098,2023-01-25,대전,주택,장기,기본
CUST002099,2023-12-02,광주,상업,1년,할인
CUST002100,2023-06-19,강원,공공,장기,프리미엄
CUST002101,2023-05-20,대전,상업,1년,기본
CUST002102,2023-03-05,경기,산업,2년,기본
CUST002103,2023-07-08,광주,공공,장기,프리미엄
CUST002104,2023-08-12,부산,주택,2년,할인
CUST002105,2023-07-24,인천,공공,1년,할인
CUST002106,2023-08-14,부산,상업,2년,할인
CUST002107,2023-07-17,부산,주택,2년,할인
CUST002108,2023-06-23,대구,공공,1년,기본
CUST002109,2023-04-06,대전,공공,2년,프리미엄
CUST002110,2023-09-12,강원,공공,2년,프리미엄
CUST002111,2023-12-21,서울,공공,2년,기본
CUST002112,2023-09-12,강원,주택,장기,기본
CUST002113,2023-07-08,부산,상업,2년,기본
CUST002114,2023-09-23,경기,공공,1년,프리미엄
CUST002115,2023-05-17,인천,주택,장기,프리미엄
CUST002116,2023-02-12,울산,상업,장기,프리미엄
CUST002117,2023-08-06,강원,공공,1년,할인
CUST002118,2023-02-10,부산,상업,2년,기본
CUST002119,2023-08-09,인천,상업,장기,기본
CUST002120,2023-11-05,광주,주택,장기,기본
CUST002121,2023-04-03,대전,상업,장기,프리미엄
CUST002122,2023-10-07,세종,주택,2년,기본
CUST002123,2023-05-31,대구,공공,장기,기본
CUST002124,2023-06-14,인천,상업,1년,할인
CUST002125,2023-02-22,경기,상업,2년,프리미엄
CUST002126,2023-02-10,경기,산업,1년,기본
CUST002127,2023-06-17,인천,공공,1년,프리미엄
CUST002128,2023-12-05,경기,공공,장기,프리미엄
CUST002129,2023-06-01,대전,산업,장기,프리미엄
CUST002130,2023-06-06,경기,산업,장기,할인
CUST002131,2023-08-17,강원,주택,1년,프리미엄
CUST002132,2023-11-05,세종,주택,2년,프리미엄
CUST002133,2023-08-07,경기,상업,장기,프리미엄
CUST002134,2023-03-27,세종,상업,장기,기본
CUST002135,2023-12-20,부산,상업,1년,할인
CUST002136,2023-08-16,서울,상업,2년,기본
CUST002137,2023-06-29,대전,주택,1년,할인
CUST002138,2023-08-17,서울,공공,장기,할인
CUST002139,2023-01-22,부산,상업,1년,프리미엄
CUST002140,2023-06-30,대전,공공,장기,프리미엄
CUST002141,2023-11-11,인천,상업,2년,기본
CUST002142,2023-08-11,인천,산업,1년,할인
CUST002143,2023-05-21,세종,상업,장기,프리미엄
CUST002144,2023-11-24,부산,상업,장기,프리미엄
CUST002145,2023-01-30,세종,상업,장기,프리미엄
CUST002146,2023-02-08,대구,주택,장기,프리미엄
CUST002147,2023-12-10,경기,산업,1년,기본
CUST002148,2023-11-23,울산,상업,장기,기본
CUST002149,2023-07-27,대구,상업,1년,프리미엄
CUST002150,2023-07-06,경기,공공,장기,프리미엄
CUST002151,2023-09-20,대전,산업,1년,프리미엄
CUST002152,2023-12-14,세종,상업,1년,프리미엄
CUST002153,2023-03-23,대전,공공,장기,프리미엄
CUST002154,2023-01-16,대전,공공,장기,할인
CUST002155,2023-03-15,경기,주택,장기,할인
CUST002156,2023-11-08,부산,공공,장기,할인
CUST002157,2023-12-14,경기,상업,2년,할인
CUST002158,2023-08-13,광주,주택,장기,프리미엄
CUST002159,2023-01-18,인천,주택,장기,할인
CUST002160,2023-03-06,인천,상업,장기,할인
CUST002161,2023-02-04,대구,산업,1년,기본
CUST002162,2023-05-01,인천,공공,장기,할인
CUST002163,2023-11-27,경기,주택,1년,할인
CUST002164,2023-07-07,강원,산업,1년,프리미엄
CUST002165,2023-07-05,세종,상업,1년,할인
CUST002166,2023-07-16,경기,공공,1년,할인
CUST002167,2023-10-18,경기,공공,2년,프리미엄
CUST002168,2023-01-17,울산,주택,장기,할인
CUST002169,2023-11-06,세종,공공,1년,프리미엄
CUST002170,2023-03-20,광주,공공,장기,할인
CUST002171,2023-12-14,인천,공공,1년,기본
CUST002172,2023-08-19,세종,공공,2년,기본
CUST002173,2023-07-09,인천,상업,1년,할인
CUST002174,2023-07-10,대구,산업,장기,기본
CUST002175,2023-08-16,세종,상업,장기,프리미엄
CUST002176,2023-02-09,인천,상업,2년,할인
CUST002177,2023-10-21,광주,주택,장기,프리미엄
CUST002178,2023-03-12,서울,공공,장기,기본
CUST002179,2023-09-29,대전,상업,1년,프리미엄
CUST002180,2023-07-07,대전,공공,장기,기본
CUST002181,2023-07-23,광주,상업,1년,기본
CUST002182,2023-06-10,울산,상업,2년,기본
CUST002183,2023-11-29,서울,주택,장기,프리미엄
CUST002184,2023-05-23,대구,산업,1년,기본
CUST002185,2023-05-08,광주,산업,장기,할인
CUST002186,2023-02-28,대전,상업,1년,기본
CUST002187,2023-01-14,대전,주택,2년,할인
CUST002188,2023-04-06,대전,공공,1년,할인
CUST002189,2023-09-13,부산,공공,장기,할인
CUST002190,2023-09-23,광주,상업,1년,할인
CUST002191,2023-07-18,경기,산업,장기,프리미엄
CUST002192,2023-10-15,대구,주택,2년,할인
CUST002193,2023-03-02,대전,산업,1년,기본
CUST002194,2023-05-15,인천,공공,장기,할인
CUST002195,2023-05-14,광주,산업,장기,기본
CUST002196,2023-12-27,부산,공공,장기,프리미엄
CUST002197,2023-08-17,광주,주택,1년,할인
CUST002198,2023-04-20,대구,주택,1년,기본
CUST002199,2023-11-10,부산,상업,1년,프리미엄
CUST002200,2023-05-27,대구,상업,2년,프리미엄
CUST002201,2023-12-22,광주,산업,장기,기본
CUST002202,2023-09-09,경기,주택,장기,할인
CUST002203,2023-04-13,대구,주택,2년,프리미엄
CUST002204,2023-03-04,부산,상업,2년,기본
CUST002205,2023-03-11,부산,공공,1년,할인
CUST002206,2023-02-07,대구,산업,1년,프리미엄
CUST002207,2023-08-20,강원,산업,1년,기본
CUST002208,2023-03-30,광주,상업,1년,프리미엄
CUST002209,2024-01-01,강원,주택,1년,프리미엄
CUST002210,2023-08-16,울산,상업,1년,기본
CUST002211,2023-02-14,광주,상업,2년,프리미엄
CUST002212,2023-12-16,대구,상업,2년,기본
CUST002213,2023-06-13,서울,상업,2년,할인
CUST002214,2023-12-08,대구,공공,장기,기본
CUST002215,2023-06-27,강원,공공,장기,할인
CUST002216,2023-12-30,경기,주택,1년,프리미엄
CUST002217,2023-02-03,대구,상업,2년,기본
CUST002218,2023-10-09,대구,공공,장기,기본
CUST002219,2023-10-05,경기,주택,장기,기본
CUST002220,2023-05-29,대구,상업,2년,기본
CUST002221,2023-06-03,대전,산업,장기,할인
CUST002222,2023-03-22,서울,공공,장기,할인
CUST002223,2023-12-31,인천,주택,2년,프리미엄
CUST002224,2023-12-30,서울,산업,장기,프리미엄
CUST002225,2023-12-25,대구,상업,2년,프리미엄
CUST002226,2023-11-23,대전,상업,장기,프리미엄
CUST002227,2023-03-31,광주,상업,2년,기본
CUST002228,2023-07-05,대구,공공,장기,할인
CUST002229,2023-09-18,강원,주택,장기,할인
CUST002230,2023-04-25,대전,산업,2년,할인
CUST002231,2023-03-04,경기,주택,장기,할인
CUST002232,2023-04-13,대전,공공,2년,프리미엄
CUST002233,2023-03-13,경기,주택,2년,기본
CUST002234,2023-05-02,울산,공공,장기,할인
CUST002235,2023-09-10,인천,상업,1년,기본
CUST002236,2023-01-14,세종,산업,장기,기본
CUST002237,2023-07-04,대전,상업,1년,기본
CUST002238,2023-10-11,부산,주택,1년,기본
CUST002239,2023-10-21,강원,상업,장기,할인
CUST002240,2023-07-08,대구,산업,1년,할인
CUST002241,2023-08-28,강원,상업,2년,할인
CUST002242,2023-10-10,서울,산업,2년,프리미엄
CUST002243,2023-03-08,세종,산업,1년,할인
CUST002244,2023-11-10,서울,상업,2년,프리미엄
CUST002245,2023-02-14,울산,공공,장기,프리미엄
CUST002246,2023-02-03,세종,주택,2년,프리미엄
CUST002247,2023-06-08,세종,공공,1년,할인
CUST002248,2023-07-23,서울,공공,장기,할인
